,idx,word,pos,n_w,n_d,tf,i_d,idf,tf_idf
2255,104,a13,JJ,1,47,0.02127659574468085,13,4.003128553950439,0.08517294795639231
2266,104,least,JJS,1,47,0.02127659574468085,2,5.87493073085203,0.12499852618834106
2273,104,there,RB,1,47,0.02127659574468085,37,2.957159998767751,0.06291829784612236
2275,104,even,RB,1,47,0.02127659574468085,22,3.47703545805366,0.07397947783092894
2278,104,lower,JJR,1,47,0.02127659574468085,4,5.181783550292085,0.11025071383600181
2304,106,pretty,RB,1,22,0.045454545454545456,2,5.87493073085203,0.2670423059478196
2305,106,similar,JJ,1,22,0.045454545454545456,12,4.083171261623976,0.18559869371018073
2311,106,6s,JJ,1,22,0.045454545454545456,19,3.623638932245535,0.16471086055661524
2316,106,just,RB,1,22,0.045454545454545456,31,3.1340907069268296,0.14245866849667407
2317,106,bigger,JJR,1,22,0.045454545454545456,5,4.958639998977875,0.22539272722626708
2319,107,yet,RB,1,68,0.014705882352941176,7,4.622167762356662,0.06797305532877444
2325,107,away,RB,1,68,0.014705882352941176,2,5.87493073085203,0.08639604015958868
2334,107,now,RB,1,68,0.014705882352941176,27,3.2722410454076467,0.048121191844230096
2336,107,little,JJ,1,68,0.014705882352941176,16,3.7954891891721947,0.05581601748782639
2337,107,old,JJ,1,68,0.014705882352941176,16,3.7954891891721947,0.05581601748782639
2344,107,faster,JJR,1,68,0.014705882352941176,6,4.77631844218392,0.07023997709094
2347,107,better,JJR,1,68,0.014705882352941176,25,3.349202086543775,0.04925297186093786
2350,107,most,JJS,1,68,0.014705882352941176,36,2.984558972955866,0.04389057313170391
2355,107,cheaper,JJR,1,68,0.014705882352941176,3,5.469465622743866,0.08043331798152743
2363,107,more,JJR,2,68,0.029411764705882353,59,2.490540467506256,0.07325119022077224
2371,107,more,RBR,2,68,0.029411764705882353,59,2.490540467506256,0.07325119022077224
2372,107,modern,JJ,1,68,0.014705882352941176,4,5.181783550292085,0.07620269926900125
2389,108,well,RB,1,19,0.05263157894736842,26,3.3099813733904937,0.1742095459679207
2392,108,simple,JJ,1,19,0.05263157894736842,1,6.568077911411976,0.3456883111269461
2396,108,majorly,RB,1,19,0.05263157894736842,1,6.568077911411976,0.3456883111269461
2407,109,even,RB,1,18,0.05555555555555555,22,3.47703545805366,0.19316863655853667
2419,109,oddly,RB,1,18,0.05555555555555555,1,6.568077911411976,0.3648932173006653
2420,109,prescient,JJ,1,18,0.05555555555555555,1,6.568077911411976,0.3648932173006653
2422,109,appropriate,JJ,1,18,0.05555555555555555,1,6.568077911411976,0.3648932173006653
2424,110,however,RB,1,42,0.023809523809523808,16,3.7954891891721947,0.09036879021838558
2427,110,n’t,RB,1,42,0.023809523809523808,80,2.186051276738094,0.052048839922335575
2448,110,new,JJ,1,42,0.023809523809523808,78,2.211369084722384,0.05265164487434248
2452,110,not,RB,1,42,0.023809523809523808,64,2.409194828052304,0.05736178162029295
2459,110,less,JJR,1,42,0.023809523809523808,23,3.432583695482826,0.08172818322578157
2468,111,n’t,RB,1,4,0.25,80,2.186051276738094,0.5465128191845235
2472,112,high,JJ,1,83,0.012048192771084338,4,5.181783550292085,0.06243112711195283
2484,112,happy,JJ,1,83,0.012048192771084338,3,5.469465622743866,0.06589717617763693
2492,112,important,JJ,1,83,0.012048192771084338,7,4.622167762356662,0.05568876822116461
2497,112,n't,RB,1,83,0.012048192771084338,23,3.432583695482826,0.04135643006605815
2531,112,brighter,JJR,1,83,0.012048192771084338,6,4.77631844218392,0.057546005327517115
2534,112,richer,JJR,1,83,0.012048192771084338,1,6.568077911411976,0.07913346881219248
2537,112,much,RB,1,83,0.012048192771084338,28,3.2358734012367716,0.03898642652092496
2538,112,higher,JJR,1,83,0.012048192771084338,3,5.469465622743866,0.06589717617763693
2545,112,more,RBR,1,83,0.012048192771084338,59,2.490540467506256,0.030006511656701883
2546,112,vibrant,JJ,1,83,0.012048192771084338,5,4.958639998977875,0.059742650590094884
2561,113,small,JJ,1,13,0.07692307692307693,33,3.0715703499454956,0.23627464230349968
2563,113,perfectly,RB,1,13,0.07692307692307693,3,5.469465622743866,0.4207281248264512
2567,114,new,JJ,1,23,0.043478260869565216,78,2.211369084722384,0.09614648194445148
2569,114,not,RB,1,23,0.043478260869565216,64,2.409194828052304,0.10474760121966538
2570,114,only,RB,1,23,0.043478260869565216,28,3.2358734012367716,0.14069014787985962
2572,114,faster,RBR,1,23,0.043478260869565216,6,4.77631844218392,0.20766601922538783
2577,114,likely,RB,1,23,0.043478260869565216,12,4.083171261623976,0.17752918528799894
2578,114,future,JJ,1,23,0.043478260869565216,4,5.181783550292085,0.2252949369692211
2586,114,ios,JJ,1,23,0.043478260869565216,22,3.47703545805366,0.1511754546979852
2589,115,after,RB,1,32,0.03125,8,4.48863636973214,0.14026988655412936
2590,115,all,RB,1,32,0.03125,33,3.0715703499454956,0.09598657343579674
2601,115,facial,JJ,1,32,0.03125,3,5.469465622743866,0.1709208007107458
2608,115,so,RB,1,32,0.03125,25,3.349202086543775,0.10466256520449296
2609,115,many,JJ,1,32,0.03125,17,3.7348645673557597,0.11671451772986749
2612,115,now,RB,1,32,0.03125,27,3.2722410454076467,0.10225753266898896
2617,115,daily,RB,1,32,0.03125,2,5.87493073085203,0.18359158533912595
2624,116,n’t,RB,1,63,0.015873015873015872,80,2.186051276738094,0.03469922661489038
2626,116,many,JJ,1,63,0.015873015873015872,17,3.7348645673557597,0.05928356456120253
2636,116,more,RBR,1,63,0.015873015873015872,59,2.490540467506256,0.03953238837311517
2643,116,cheapest,JJS,1,63,0.015873015873015872,3,5.469465622743866,0.08681691464672803
2647,116,ever,RB,1,63,0.015873015873015872,12,4.083171261623976,0.06481224224799961
2650,116,still,RB,1,63,0.015873015873015872,34,3.0417173867958143,0.04828122836183832
2652,116,refined,JJ,1,63,0.015873015873015872,1,6.568077911411976,0.10425520494304723
2654,116,useful,JJ,1,63,0.015873015873015872,3,5.469465622743866,0.08681691464672803
2659,116,new,JJ,1,63,0.015873015873015872,78,2.211369084722384,0.03510109658289499
2663,116,splendid,JJ,1,63,0.015873015873015872,1,6.568077911411976,0.10425520494304723
2672,116,just,RB,1,63,0.015873015873015872,31,3.1340907069268296,0.049747471538521104
2677,116,easy,JJ,1,63,0.015873015873015872,6,4.77631844218392,0.0758145784473638
2685,117,everyday,JJ,1,29,0.034482758620689655,1,6.568077911411976,0.22648544522110262
2696,117,many,JJ,1,29,0.034482758620689655,17,3.7348645673557597,0.12878843335709517
2703,117,more,JJR,1,29,0.034482758620689655,59,2.490540467506256,0.0858807057760778
2704,117,modern,JJ,1,29,0.034482758620689655,4,5.181783550292085,0.17868219138938224
2708,117,still,RB,1,29,0.034482758620689655,34,3.0417173867958143,0.10488680644123498
2710,117,nice,JJ,1,29,0.034482758620689655,3,5.469465622743866,0.18860226285323675
2717,118,usable,JJ,1,11,0.09090909090909091,4,5.181783550292085,0.47107123184473504
2718,118,real,JJ,1,11,0.09090909090909091,9,4.370853334075757,0.39735030309779606
2725,119,surprising,JJ,1,26,0.038461538461538464,4,5.181783550292085,0.19929936731892636
2736,119,small,JJ,1,26,0.038461538461538464,33,3.0715703499454956,0.11813732115174984
2745,119,full,JJ,1,26,0.038461538461538464,5,4.958639998977875,0.1907169230376106
2747,119,fat,JJ,1,26,0.038461538461538464,1,6.568077911411976,0.25261838120815294
2768,120,wisely,RB,1,20,0.05,1,6.568077911411976,0.3284038955705988
2772,121,really,RB,1,30,0.03333333333333333,8,4.48863636973214,0.14962121232440465
2789,121,n't,RB,1,30,0.03333333333333333,23,3.432583695482826,0.1144194565160942
2812,122,pre,JJ,1,45,0.022222222222222223,1,6.568077911411976,0.14595728692026613
2816,122,live,RB,1,45,0.022222222222222223,3,5.469465622743866,0.12154368050541925
2819,122,before,RB,1,45,0.022222222222222223,7,4.622167762356662,0.10271483916348138
2821,122,so,RB,1,45,0.022222222222222223,25,3.349202086543775,0.0744267130343061
2824,122,now,RB,1,45,0.022222222222222223,27,3.2722410454076467,0.07271646767572548
2831,122,latest,JJS,1,45,0.022222222222222223,6,4.77631844218392,0.10614040982630935
2839,122,low,JJ,1,45,0.022222222222222223,12,4.083171261623976,0.09073713914719947
2850,123,n’t,RB,1,25,0.04,80,2.186051276738094,0.08744205106952377
2864,123,chunky,JJ,1,25,0.04,2,5.87493073085203,0.23499722923408123
2879,124,about,RB,1,42,0.023809523809523808,26,3.3099813733904937,0.07880908031882128
2915,125,only,JJ,1,34,0.029411764705882353,28,3.2358734012367716,0.09517274709519916
2919,125,previously,RB,1,34,0.029411764705882353,1,6.568077911411976,0.19317876210035223
2926,125,even,RB,1,34,0.029411764705882353,22,3.47703545805366,0.10226574876628412
2933,125,not,RB,1,34,0.029411764705882353,64,2.409194828052304,0.07085867141330306
2935,125,so,RB,1,34,0.029411764705882353,25,3.349202086543775,0.09850594372187572
2937,125,tiny,JJ,1,34,0.029411764705882353,3,5.469465622743866,0.16086663596305487
2943,125,quite,RB,1,34,0.029411764705882353,8,4.48863636973214,0.13201871675682764
2944,125,thick,JJ,1,34,0.029411764705882353,3,5.469465622743866,0.16086663596305487
2949,126,only,RB,1,30,0.03333333333333333,28,3.2358734012367716,0.10786244670789238
2951,126,single,JJ,1,30,0.03333333333333333,9,4.370853334075757,0.14569511113585856
2952,126,rear,JJ,1,30,0.03333333333333333,8,4.48863636973214,0.14962121232440465
2957,126,n't,RB,1,30,0.03333333333333333,23,3.432583695482826,0.1144194565160942
2982,127,however,RB,1,14,0.07142857142857142,16,3.7954891891721947,0.27110637065515675
2988,127,more,JJR,1,14,0.07142857142857142,59,2.490540467506256,0.17789574767901828
3011,128,same,JJ,1,39,0.02564102564102564,29,3.2007820814255017,0.08207133542116671
3018,128,original,JJ,1,39,0.02564102564102564,13,4.003128553950439,0.10264432189616508
3023,128,higher,JJR,1,39,0.02564102564102564,3,5.469465622743866,0.14024270827548374
3031,129,massive,JJ,1,9,0.1111111111111111,2,5.87493073085203,0.6527700812057812
3034,129,other,JJ,1,9,0.1111111111111111,16,3.7954891891721947,0.4217210210191327
3035,129,modern,JJ,1,9,0.1111111111111111,4,5.181783550292085,0.5757537278102316
3079,131,much,RB,2,12,0.16666666666666666,28,3.2358734012367716,0.5393122335394619
3080,131,smaller,JJR,1,12,0.08333333333333333,19,3.623638932245535,0.3019699110204612
3082,131,much,RB,2,12,0.16666666666666666,28,3.2358734012367716,0.5393122335394619
3083,131,easier,JJR,1,12,0.08333333333333333,2,5.87493073085203,0.48957756090433585
3091,132,ok,JJ,1,25,0.04,3,5.469465622743866,0.21877862490975464
3093,132,not,RB,1,25,0.04,64,2.409194828052304,0.09636779312209216
3094,132,as,RB,2,25,0.08,72,2.2914117923959205,0.18331294339167364
3095,132,amazing,JJ,1,25,0.04,1,6.568077911411976,0.26272311645647906
3113,133,good,JJ,1,31,0.03225806451612903,20,3.572345637857985,0.115236956059935
3119,133,more,JJR,1,31,0.03225806451612903,59,2.490540467506256,0.08034001508084697
3121,133,just,RB,1,31,0.03225806451612903,31,3.1340907069268296,0.10109970022344611
3126,133,nearly,RB,2,31,0.06451612903225806,7,4.622167762356662,0.29820437176494596
3139,133,nearly,RB,2,31,0.06451612903225806,7,4.622167762356662,0.29820437176494596
3140,133,as,RB,1,31,0.03225806451612903,72,2.2914117923959205,0.07391650943212646
3141,133,well,RB,1,31,0.03225806451612903,26,3.3099813733904937,0.10677359269001592
3160,134,also,RB,1,32,0.03125,30,3.1668805297498204,0.09896501655468189
3161,134,available,JJ,1,32,0.03125,7,4.622167762356662,0.1444427425736457
3164,134,higher,JJR,1,32,0.03125,3,5.469465622743866,0.1709208007107458
3172,134,below,RB,1,32,0.03125,9,4.370853334075757,0.1365891666898674
3182,135,slim,JJ,1,18,0.05555555555555555,2,5.87493073085203,0.3263850406028906
3185,135,maximum,JJ,1,18,0.05555555555555555,3,5.469465622743866,0.3038592012635481
3196,136,frustrating,JJ,1,12,0.08333333333333333,3,5.469465622743866,0.4557888018953221
3201,136,also,RB,1,12,0.08333333333333333,30,3.1668805297498204,0.263906710812485
3228,137,almost,RB,1,50,0.02,5,4.958639998977875,0.09917279997955751
3229,137,identical,JJ,1,50,0.02,4,5.181783550292085,0.1036356710058417
3232,137,now,RB,1,50,0.02,27,3.2722410454076467,0.06544482090815293
3239,137,fetching,JJ,1,50,0.02,1,6.568077911411976,0.13136155822823953
3250,137,rather,RB,1,50,0.02,10,4.26549281841793,0.0853098563683586
3252,137,shiny,JJ,1,50,0.02,2,5.87493073085203,0.11749861461704061
3260,138,complete,JJ,1,24,0.041666666666666664,3,5.469465622743866,0.22789440094766106
3268,138,most,JJS,1,24,0.041666666666666664,36,2.984558972955866,0.12435662387316107
3298,140,new,JJ,1,72,0.013888888888888888,78,2.211369084722384,0.03071345951003311
3325,140,just,RB,1,72,0.013888888888888888,31,3.1340907069268296,0.043529037596205966
3341,140,original,JJ,1,72,0.013888888888888888,13,4.003128553950439,0.055599007693756086
3350,140,only,RB,1,72,0.013888888888888888,28,3.2358734012367716,0.04494268612828849
3356,140,full,JJ,1,72,0.013888888888888888,5,4.958639998977875,0.06886999998580381
3374,142,primary,JJ,1,32,0.03125,1,6.568077911411976,0.20525243473162424
3384,142,few,JJ,1,32,0.03125,16,3.7954891891721947,0.11860903716163108
3398,142,differently,RB,1,32,0.03125,1,6.568077911411976,0.20525243473162424
3404,143,iconic,JJ,1,31,0.03225806451612903,1,6.568077911411976,0.21187348101328954
3416,143,especially,RB,1,31,0.03225806451612903,9,4.370853334075757,0.14099526884115343
3434,144,attractive,JJ,1,25,0.04,2,5.87493073085203,0.23499722923408123
3437,144,fantastic,JJ,1,25,0.04,1,6.568077911411976,0.26272311645647906
3441,144,great,JJ,1,25,0.04,16,3.7954891891721947,0.1518195675668878
3442,144,rear,JJ,1,25,0.04,8,4.48863636973214,0.1795454547892856
3445,144,a13,JJ,1,25,0.04,13,4.003128553950439,0.16012514215801754
3460,145,second,JJ,1,10,0.1,7,4.622167762356662,0.46221677623566626
3470,146,exactly,RB,1,17,0.058823529411764705,3,5.469465622743866,0.32173327192610973
3472,146,same,JJ,1,17,0.058823529411764705,29,3.2007820814255017,0.18828129890738246
3483,147,certainly,RB,1,2,0.5,5,4.958639998977875,2.4793199994889377
3488,148,less,RBR,1,42,0.023809523809523808,23,3.432583695482826,0.08172818322578157
3489,148,likely,JJ,2,42,0.047619047619047616,12,4.083171261623976,0.19443672674399884
3492,148,long,JJ,1,42,0.023809523809523808,8,4.48863636973214,0.1068722945174319
3495,148,social,JJ,1,42,0.023809523809523808,2,5.87493073085203,0.13987930311552452
3505,148,larger,JJR,1,42,0.023809523809523808,13,4.003128553950439,0.09531258461786758
3510,148,more,RBR,1,42,0.023809523809523808,59,2.490540467506256,0.05929858255967276
3511,148,likely,JJ,2,42,0.047619047619047616,12,4.083171261623976,0.19443672674399884
3513,148,quickly,RB,1,42,0.023809523809523808,2,5.87493073085203,0.13987930311552452
3515,148,various,JJ,1,42,0.023809523809523808,1,6.568077911411976,0.15638280741457083
3521,148,especially,RB,1,42,0.023809523809523808,9,4.370853334075757,0.10406793652561325
3525,148,else,RB,1,42,0.023809523809523808,4,5.181783550292085,0.12337579881647821
3528,149,best,JJS,1,17,0.058823529411764705,12,4.083171261623976,0.24018654480141036
3540,149,still,RB,1,17,0.058823529411764705,34,3.0417173867958143,0.17892455216445965
3547,150,not,RB,1,21,0.047619047619047616,64,2.409194828052304,0.1147235632405859
3548,150,only,RB,1,21,0.047619047619047616,28,3.2358734012367716,0.1540892095827034
3550,150,wonderful,JJ,1,21,0.047619047619047616,1,6.568077911411976,0.31276561482914167
3557,150,best,JJS,1,21,0.047619047619047616,12,4.083171261623976,0.19443672674399884
3562,150,currently,RB,1,21,0.047619047619047616,4,5.181783550292085,0.24675159763295643
3566,151,original,JJ,1,61,0.01639344262295082,13,4.003128553950439,0.0656250582614826
3579,151,ago,RB,1,61,0.01639344262295082,2,5.87493073085203,0.09631033985003329
3612,151,n't,RB,1,61,0.01639344262295082,23,3.432583695482826,0.0562718638603742
3615,151,bigger,JJR,1,61,0.01639344262295082,5,4.958639998977875,0.08128918031111272
3642,152,as,RB,3,36,0.08333333333333333,72,2.2914117923959205,0.19095098269966004
3643,152,low,JJ,1,36,0.027777777777777776,12,4.083171261623976,0.11342142393399933
3651,152,n’t,RB,1,36,0.027777777777777776,80,2.186051276738094,0.060723646576058166
3657,152,whole,JJ,1,36,0.027777777777777776,2,5.87493073085203,0.1631925203014453
3658,152,new,JJ,1,36,0.027777777777777776,78,2.211369084722384,0.06142691902006622
3671,154,so,RB,1,32,0.03125,25,3.349202086543775,0.10466256520449296
3672,154,firmly,RB,1,32,0.03125,1,6.568077911411976,0.20525243473162424
3678,154,never,RB,1,32,0.03125,6,4.77631844218392,0.1492599513182475
3691,154,sometimes,RB,1,32,0.03125,2,5.87493073085203,0.18359158533912595
3700,155,brushed,JJ,1,37,0.02702702702702703,3,5.469465622743866,0.1478233952092937
3702,155,back,RB,1,37,0.02702702702702703,18,3.6777061535158113,0.09939746360853545
3705,155,hard,JJ,1,37,0.02702702702702703,9,4.370853334075757,0.11813117119123667
3707,155,cool,JJ,1,37,0.02702702702702703,2,5.87493073085203,0.15878191164464947
3714,155,solid,JJ,1,37,0.02702702702702703,10,4.26549281841793,0.11528358968697108
3719,155,easily,RB,1,37,0.02702702702702703,14,3.929020581796717,0.10618974545396533
3720,155,small,JJ,1,37,0.02702702702702703,33,3.0715703499454956,0.08301541486339178
3721,155,enough,RB,1,37,0.02702702702702703,12,4.083171261623976,0.11035598004389124
3726,155,handed,JJ,1,37,0.02702702702702703,5,4.958639998977875,0.13401729726967232
3728,155,regardless,RB,1,37,0.02702702702702703,1,6.568077911411976,0.1775156192273507
3736,156,physically,RB,1,9,0.1111111111111111,1,6.568077911411976,0.7297864346013306
3745,157,now,RB,1,24,0.041666666666666664,27,3.2722410454076467,0.13634337689198528
3748,157,back,RB,1,24,0.041666666666666664,18,3.6777061535158113,0.15323775639649212
3751,157,so,RB,1,24,0.041666666666666664,25,3.349202086543775,0.13955008693932394
3761,157,newer,JJR,1,24,0.041666666666666664,9,4.370853334075757,0.1821188889198232
3766,157,facial,JJ,1,24,0.041666666666666664,3,5.469465622743866,0.22789440094766106
3781,158,though,RB,1,32,0.03125,15,3.8600277103097658,0.12062586594718018
3789,158,chunky,JJ,1,32,0.03125,2,5.87493073085203,0.18359158533912595
3793,158,below,RB,1,32,0.03125,9,4.370853334075757,0.1365891666898674
3801,159,still,RB,1,15,0.06666666666666667,34,3.0417173867958143,0.20278115911972094
3805,159,easily,RB,1,15,0.06666666666666667,14,3.929020581796717,0.2619347054531145
3807,159,biggest,JJS,1,15,0.06666666666666667,2,5.87493073085203,0.3916620487234687
3827,160,more,RBR,1,39,0.02564102564102564,59,2.490540467506256,0.0638600119873399
3828,160,comfortable,JJ,1,39,0.02564102564102564,5,4.958639998977875,0.12714461535840704
